class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33,neck_angle,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_hip_angle,right_hip_angle,left_knee_angle,right_knee_angle,left_ankle_angle,right_ankle_angle
b_correct_up,0.777491391,0.301451951,0.850564182,0.999960005,0.797265708,0.30295071,0.897819698,0.999938965,0.803550601,0.306221604,0.897938728,0.999944866,0.809337676,0.309763998,0.897706687,0.999957085,0.782022715,0.296641469,0.937201202,0.999892712,0.778086185,0.295488894,0.937265456,0.999821126,0.774487257,0.294573665,0.937449455,0.999888837,0.815816879,0.327288419,0.99407053,0.999979079,0.774169207,0.306392848,1.180716634,0.999909937,0.779805303,0.31575501,0.869689286,0.999919951,0.764104664,0.308530748,0.923723757,0.999636114,0.835725904,0.374098688,0.78884995,0.999997795,0.655937791,0.338846326,1.138427377,0.999904275,0.952432036,0.328434527,0.537709236,0.954729676,0.549089551,0.31465593,1.295488,0.432535499,0.969014943,0.262851804,0.601456761,0.892936885,0.545266509,0.243426889,1.424669504,0.695579708,0.97935158,0.244993389,0.588591993,0.802622557,0.537371159,0.227627024,1.433677673,0.717915118,0.966768622,0.246747181,0.603144348,0.755759239,0.551470637,0.225157931,1.434339046,0.713030398,0.955830753,0.254821241,0.606586576,0.709008038,0.556476533,0.230496421,1.421059251,0.694707692,0.631040156,0.425664395,-0.084961563,0.999999523,0.515399814,0.406120479,0.084666461,0.999999106,0.59143126,0.500543773,-0.998754859,0.994091272,0.256877929,0.410950273,-0.313920408,0.980518281,0.569556892,0.628721595,-1.002739549,0.980014861,0.257655084,0.538957953,-0.124628544,0.960025787,0.576204121,0.644906282,-1.004683614,0.966999471,0.28344965,0.561085522,-0.121052116,0.930177569,0.538776577,0.688730359,-1.178917885,0.99409914,0.144082859,0.573951721,-0.286788523,0.967942894,43.50020062,125.5592376,105.8289472,174.0034042,22.99864573,127.0503417,99.89411194,147.9869097,130.9721073,117.1728304,45.8987966
b_correct_down,0.78126502,0.300937146,0.380954802,0.999942601,0.795937181,0.298710793,0.388400018,0.999919951,0.800669312,0.300090849,0.388315201,0.999930561,0.805642664,0.301725328,0.387903601,0.999941409,0.78491962,0.296130478,0.428184837,0.999842465,0.781779826,0.295566469,0.428302765,0.999743164,0.778524399,0.294930458,0.428410381,0.999824524,0.818257451,0.311707616,0.424327075,0.999973297,0.779268384,0.299989015,0.615564585,0.999874294,0.78363663,0.31021449,0.393990725,0.999906778,0.769128501,0.306146026,0.448979437,0.999554992,0.843007207,0.372593731,0.359599113,0.999998033,0.697081923,0.337637305,0.64801234,0.999851525,0.911359072,0.42261073,0.147339255,0.977082014,0.604319394,0.379096359,0.760726333,0.29806444,0.942576289,0.357270151,0.233696014,0.921350896,0.643728971,0.375992924,0.811394751,0.473402679,0.947401166,0.342033505,0.219116524,0.843355834,0.658174217,0.378251046,0.810854793,0.492932677,0.940229058,0.339637697,0.280419767,0.807968974,0.659104705,0.373836428,0.820184648,0.489767939,0.936385334,0.343912184,0.259520501,0.762368262,0.65632534,0.37380591,0.809329987,0.478269249,0.631585836,0.427555621,-0.074127846,0.999999523,0.506172299,0.409238786,0.073946096,0.999999046,0.592617989,0.507950544,-0.663072646,0.994736135,0.264217317,0.411295623,-0.206765994,0.979012311,0.569067955,0.634877384,-0.475161403,0.985112488,0.260885507,0.541440964,0.216393024,0.964015305,0.573703766,0.647138298,-0.450365126,0.953758001,0.289823532,0.565042317,0.257473588,0.91816467,0.523862422,0.69820708,-0.621886551,0.994064271,0.14580667,0.57390517,0.151127368,0.970848322,47.29923613,79.34159299,19.57900924,115.4098965,14.42443717,128.906162,101.123713,148.7774173,127.7335991,114.9854536,42.72165314
b_correct_up,0.771131754,0.300922483,1.021520853,0.999987841,0.791614711,0.299433589,1.07353878,0.999983072,0.798918486,0.302111834,1.073683262,0.999985218,0.806331694,0.304826409,1.07345283,0.999987483,0.775087774,0.293911606,1.115808249,0.999965131,0.770670235,0.292732686,1.115819931,0.999942601,0.76652956,0.291818917,1.116039395,0.999961793,0.818010211,0.319890827,1.167760134,0.999993682,0.767845929,0.302391917,1.366102695,0.999973416,0.776029944,0.314939529,1.035310864,0.999978006,0.759030223,0.30883199,1.092445374,0.999899149,0.837340653,0.369481415,0.908404648,0.999997497,0.65249002,0.338804334,1.322299004,0.999944687,0.94650799,0.330622256,0.599627435,0.962479532,0.55630666,0.306450307,1.499065995,0.52186799,0.968837738,0.260676414,0.670450449,0.917992473,0.546148479,0.235178769,1.688855648,0.779251039,0.980240881,0.244474038,0.668092191,0.845325768,0.533948839,0.219577223,1.718275905,0.790739,0.96629107,0.245844886,0.694301009,0.802767396,0.546446085,0.217215076,1.739884496,0.786179602,0.955078483,0.251896977,0.677669227,0.762102604,0.551637053,0.223087773,1.695437908,0.771103561,0.633827746,0.423364043,-0.104641944,0.999999523,0.518285036,0.406371534,0.104233898,0.999999344,0.59591037,0.497372031,-1.030490875,0.996768534,0.260524988,0.408944577,-0.260051996,0.990453362,0.571281433,0.628534555,-1.137577772,0.986437142,0.259273022,0.540659666,-0.186225459,0.975133598,0.577258646,0.64166081,-1.152874708,0.9692415,0.288528144,0.566361248,-0.198517248,0.949385226,0.534953594,0.684792221,-1.312180638,0.995287597,0.141459599,0.574241579,-0.347244024,0.979421139,45.74749989,127.2990133,116.7034528,171.6825794,28.73726104,128.5459255,100.6900076,144.8823974,130.7557779,111.0713877,44.36749398
b_correct_up,0.772803545,0.300575823,0.886615276,0.999993443,0.793363988,0.299603671,0.940788925,0.999989867,0.800036728,0.302413315,0.940903962,0.999991179,0.806992114,0.305539131,0.940672994,0.999992073,0.778242052,0.294020563,0.979311228,0.999979496,0.773997247,0.292831987,0.979326129,0.999968052,0.76987493,0.291854948,0.979515493,0.999979675,0.817626417,0.32145673,1.046334386,0.999996185,0.769473612,0.303134829,1.232090831,0.999986291,0.776767075,0.314293712,0.906225622,0.999986827,0.759800434,0.307408005,0.959192455,0.99994725,0.836974621,0.369509399,0.831316173,0.999997377,0.651061058,0.337778777,1.196815372,0.999960363,0.943027854,0.347778678,0.530892372,0.967189908,0.552082956,0.32088998,1.354080796,0.680107892,0.965063035,0.275968581,0.488696456,0.926533461,0.544759929,0.244201079,1.475313663,0.88131547,0.97872293,0.255834013,0.465102941,0.861870646,0.533624113,0.229045182,1.485754728,0.889367878,0.964939356,0.255450964,0.494120389,0.818034351,0.546100676,0.227421686,1.495301723,0.884717703,0.952959955,0.261988014,0.494579226,0.776402771,0.551651001,0.232647881,1.476001024,0.870707393,0.634121776,0.422809571,-0.101174697,0.999999523,0.516264975,0.406015426,0.100875795,0.999999344,0.592892528,0.497652978,-1.001372218,0.997663319,0.258847743,0.40942803,-0.260952801,0.994020522,0.57069087,0.626881838,-1.030415773,0.985471487,0.257492125,0.54015255,-0.136319995,0.976787925,0.594276428,0.637295604,-1.03252852,0.976705313,0.28750813,0.564914644,-0.139220878,0.962265849,0.55903399,0.678954244,-1.237669349,0.995890796,0.141444311,0.576249838,-0.312392861,0.981614828,45.18900893,118.6386581,105.1378539,163.8802809,20.03581477,127.4478724,100.9467367,104.0746559,128.9272324,73.59236452,43.95888061
b_correct_down,0.773721099,0.296013772,0.347881854,0.999949455,0.79384917,0.294878155,0.357635975,0.999938667,0.800709248,0.296738744,0.357557386,0.999947548,0.807796061,0.298720241,0.357115805,0.999961019,0.780280948,0.291298091,0.395031571,0.999856949,0.777118683,0.290629178,0.395150214,0.999747097,0.774105251,0.290019304,0.3952443,0.999838769,0.82237494,0.309981644,0.409552991,0.999977946,0.778791666,0.296574295,0.593344092,0.99986577,0.779845595,0.307849109,0.367210418,0.999896467,0.764943838,0.302476734,0.419596761,0.999479651,0.839802325,0.370824635,0.364676058,0.999997437,0.698743105,0.334252387,0.645401239,0.999620438,0.901421726,0.42510125,0.101722457,0.980279922,0.624724627,0.37144807,0.902184725,0.214164943,0.935614526,0.366915137,0.075709544,0.925797999,0.668130517,0.341154426,1.138548493,0.34130311,0.939579725,0.353916556,0.055060491,0.858356774,0.682768881,0.334573328,1.159027457,0.355154723,0.933630228,0.35055244,0.095723547,0.827335477,0.681110382,0.330829501,1.156666517,0.352260053,0.928335905,0.354312837,0.090005957,0.783203483,0.677734375,0.334732801,1.135553241,0.345579565,0.631329656,0.422705203,-0.080956474,0.999998629,0.511211753,0.408348113,0.081028432,0.999996901,0.593322098,0.511575878,-0.581119418,0.993044317,0.263875246,0.411105096,-0.203005075,0.980676949,0.572063744,0.638232291,-0.428891957,0.981357932,0.26247865,0.54396069,0.104706988,0.96994853,0.580516279,0.647975326,-0.4078511,0.920312822,0.291661739,0.56800741,0.134202003,0.917824566,0.521510184,0.693452001,-0.575810969,0.991349995,0.143537089,0.576227009,0.004044701,0.972283483,47.84029041,79.06565186,8.231393807,108.8969235,16.65818858,129.2561712,100.6244822,129.5289744,128.8860738,86.67869855,42.66450078
b_correct_down,0.812451541,0.307068855,0.49529928,0.999956548,0.823779345,0.307277143,0.532940388,0.999943495,0.827711701,0.309366584,0.532926619,0.999950767,0.83191359,0.311371803,0.532679856,0.999962866,0.81458813,0.304490268,0.558098793,0.999873996,0.811710179,0.304218352,0.558106244,0.999781668,0.808419406,0.3036277,0.558121324,0.999860585,0.833446443,0.323031485,0.639269292,0.999978364,0.791253388,0.308817357,0.765589476,0.999879777,0.810858965,0.317735702,0.527124107,0.999908507,0.797498107,0.313270926,0.562968135,0.999557495,0.840980232,0.374107152,0.537956178,0.999997616,0.690120697,0.337815583,0.748930752,0.999684811,0.916208625,0.42149514,0.255402654,0.980406761,0.546037614,0.357729703,0.831190109,0.1796536,0.944200456,0.349245638,0.110170402,0.930496991,0.52951777,0.292689115,0.820806682,0.330971509,0.952347457,0.331800729,0.061769217,0.865731716,0.522672951,0.276821196,0.803890705,0.353054076,0.943433046,0.329282373,0.096401498,0.836572528,0.532363057,0.274247468,0.774279118,0.350300431,0.937346518,0.334353,0.117520787,0.794896424,0.536705256,0.278951585,0.804980755,0.34227097,0.625742674,0.42858839,-0.070600718,0.999998927,0.504724145,0.410147518,0.070206337,0.999997556,0.592421353,0.50313288,-0.82720685,0.993095696,0.264256895,0.411487758,-0.250324577,0.979627013,0.570721745,0.636469662,-0.668194771,0.9810794,0.261143237,0.542446494,0.09106788,0.96810025,0.574761033,0.645711899,-0.649994075,0.919172168,0.29147771,0.567922056,0.118156619,0.909581721,0.523854971,0.695469618,-0.834466636,0.991534054,0.144166753,0.576315343,-0.040004309,0.97063756,37.33659169,78.97029366,96.3822035,120.3586782,1.945573021,126.6770528,101.1767263,147.1489896,128.6622835,110.7388465,43.28528061
b_correct_up,0.776161194,0.301070035,0.86719048,0.999993622,0.79682672,0.30055663,0.916197062,0.999988377,0.804153442,0.303528458,0.916307926,0.999989569,0.811553061,0.306953907,0.916035354,0.999990344,0.779734731,0.295336753,0.953260064,0.999976873,0.775140762,0.294363916,0.953254163,0.999964774,0.770822287,0.293553948,0.95335108,0.999980032,0.819697917,0.324328631,1.010466456,0.999995232,0.770466864,0.305270493,1.189151287,0.999984562,0.7807284,0.31531322,0.884853482,0.999983013,0.762133598,0.3081927,0.935875535,0.999942482,0.840455055,0.36948365,0.816806912,0.999996185,0.65142864,0.33845377,1.146888375,0.999936044,0.944778681,0.346474349,0.632716417,0.971697509,0.553410053,0.321509361,1.277135849,0.727007568,0.970484853,0.275393397,0.770324945,0.924748957,0.544284821,0.245332107,1.397359371,0.897157371,0.982043445,0.258163333,0.779796541,0.860746324,0.536286592,0.228345111,1.408940434,0.902866066,0.968524516,0.257422984,0.803975224,0.813666403,0.54786092,0.225485668,1.417350411,0.897164226,0.958177924,0.26394406,0.779804826,0.774905324,0.552547157,0.231993258,1.396379709,0.882755876,0.637925088,0.422805399,-0.103858888,0.999999523,0.518312037,0.406221181,0.103444539,0.999999166,0.599211037,0.498717606,-0.975221872,0.997888267,0.26069504,0.410499036,-0.218883753,0.994194627,0.573082089,0.634823918,-1.034742832,0.986005723,0.259675503,0.54198426,-0.087347522,0.977677882,0.600347161,0.648017585,-1.043281674,0.9728297,0.29014653,0.568757117,-0.088565446,0.964093566,0.528047383,0.689895511,-1.23460269,0.995678127,0.137043744,0.573874414,-0.254511207,0.981567383,44.87898726,122.3201954,106.6386341,164.2599844,20.2548753,129.0449874,100.8913853,104.9553888,130.8593513,55.9030547,43.21795165
b_correct_down,0.785052299,0.299197793,0.332950026,0.999955595,0.805085659,0.298192233,0.344536602,0.999943972,0.811301649,0.29994306,0.344460905,0.99995482,0.817448795,0.301855773,0.34401834,0.999963045,0.79139626,0.29444626,0.381247759,0.999867499,0.787901461,0.293600857,0.381402612,0.999774873,0.784371138,0.292761445,0.381519943,0.999846041,0.832154989,0.312925011,0.406241715,0.999980867,0.790101945,0.298858166,0.587994218,0.999890566,0.790478945,0.311260611,0.355988562,0.99992305,0.776453614,0.305312216,0.4078601,0.999602795,0.845719934,0.370871127,0.359568596,0.999997199,0.704115629,0.33575651,0.658574939,0.999723494,0.908403099,0.428534061,0.071082115,0.980209351,0.625389457,0.373557121,0.99564141,0.302592814,0.942374766,0.368754983,0.001545212,0.932950616,0.671907544,0.342837185,1.336293578,0.455273837,0.946620941,0.355941623,-0.012004966,0.865050614,0.688866436,0.335939467,1.37676239,0.468869328,0.939316332,0.351791739,0.027189428,0.833995879,0.68691498,0.331480116,1.376611352,0.465850234,0.934442043,0.355587482,0.018266648,0.796162009,0.682443559,0.335288316,1.337951779,0.457399011,0.630967259,0.423922539,-0.081918448,0.999999166,0.509709895,0.407995164,0.081972435,0.999997973,0.597310483,0.511829138,-0.653160036,0.993453264,0.265202254,0.411811858,-0.207009509,0.98171407,0.569668889,0.635385692,-0.506318748,0.981763303,0.262000859,0.543600857,0.156848803,0.968947887,0.579508543,0.645501137,-0.485067517,0.932991207,0.290339619,0.567281902,0.189766079,0.915944874,0.522421062,0.693374991,-0.658574522,0.992251217,0.141041502,0.576534808,0.02532923,0.971056879,46.88716505,76.99770743,7.792118417,107.816299,15.81747924,132.1827549,101.2221981,123.1814619,128.4919867,85.77517968,43.42996145
b_correct_down,0.799421489,0.301210612,0.473239094,0.999947608,0.813528299,0.300343543,0.500869989,0.999934137,0.817646086,0.302195877,0.500845075,0.999945462,0.821623087,0.304259211,0.50060451,0.999955714,0.802005708,0.297003657,0.531514883,0.999849975,0.798215449,0.296347737,0.531560123,0.999743879,0.794204533,0.295715153,0.531593084,0.999825418,0.825385869,0.315574437,0.580975294,0.99997741,0.79000622,0.30140692,0.730338514,0.99987042,0.799967885,0.312954545,0.496726662,0.999908626,0.784589112,0.30755198,0.539879739,0.999530315,0.845921695,0.371135205,0.481413901,0.999997795,0.695850372,0.337040514,0.716401935,0.999700963,0.913958728,0.423519105,0.124496445,0.980086386,0.562486291,0.368460119,0.84831512,0.164715454,0.947832763,0.356485754,-0.088034183,0.927740991,0.533195019,0.299910516,0.874191701,0.272257835,0.953525007,0.340798944,-0.137378111,0.859751165,0.527590036,0.286387116,0.862279832,0.294457674,0.947346807,0.338286757,-0.097485937,0.829709232,0.53444314,0.281585008,0.833326578,0.291097999,0.942164779,0.34296754,-0.077926897,0.785320163,0.538174331,0.285555512,0.858627856,0.285756201,0.627553344,0.428041011,-0.078848094,0.999999106,0.506910324,0.411516458,0.078521594,0.999997675,0.594822168,0.507766962,-0.799199104,0.99297905,0.264925748,0.411879689,-0.233763233,0.979854584,0.572500527,0.637499392,-0.634333491,0.981951356,0.261571586,0.543790281,0.155832037,0.966489434,0.577543736,0.648082614,-0.614306629,0.926145196,0.291467786,0.568651617,0.187790394,0.906266987,0.525930524,0.697341025,-0.812261045,0.992078364,0.141755536,0.576301932,0.030733837,0.968367219,42.86810682,79.21505698,99.88030811,113.85406,3.404375538,128.3147773,101.3089307,144.758192,128.2899438,108.18356,42.67179789
b_correct_up,0.778014183,0.30154264,0.975259721,0.999986231,0.799988747,0.30172509,1.027449608,0.999981165,0.807337046,0.304441839,1.027559519,0.999983847,0.814809322,0.307616204,1.02732408,0.999986351,0.783554673,0.296336949,1.068580866,0.999958754,0.778931797,0.2951276,1.0685848,0.999931633,0.774493515,0.294108391,1.068799973,0.999955356,0.822323382,0.323936731,1.129931569,0.999992371,0.775062203,0.304968536,1.323598623,0.999966621,0.78204459,0.314508051,0.993668377,0.999972939,0.766160369,0.30797255,1.049366236,0.999877572,0.83358866,0.373868525,0.883443654,0.999997318,0.657913804,0.33825317,1.284236908,0.999907911,0.944540739,0.34466061,0.58398962,0.972791731,0.553607047,0.315356344,1.415049314,0.538372695,0.967091322,0.276480675,0.609141529,0.930810153,0.545315564,0.240779966,1.529312491,0.778245091,0.982331336,0.257704467,0.598191142,0.86132288,0.534620583,0.22513853,1.547265649,0.787708938,0.967935264,0.258022159,0.623587251,0.822297037,0.547749102,0.222544029,1.558196306,0.783254087,0.956450403,0.264422804,0.615061164,0.782094121,0.5527457,0.228222206,1.530727983,0.768853009,0.635426521,0.425206125,-0.106024861,0.999999464,0.520849168,0.407540977,0.105797239,0.999998927,0.598836899,0.499670804,-1.039929986,0.996423602,0.261873275,0.411043167,-0.292533755,0.990161538,0.570923388,0.628840327,-1.129996061,0.984593332,0.260307074,0.542600393,-0.143402636,0.975825131,0.584576428,0.638373375,-1.143827558,0.961539209,0.289160192,0.567095578,-0.149467662,0.94688648,0.550624371,0.679872274,-1.329814434,0.994570971,0.14357169,0.576110303,-0.312879622,0.978709757,42.34083751,123.0500777,108.725025,166.5617603,22.79528169,130.3807293,101.0964884,112.7300455,129.6478942,85.63604928,43.87315937
b_correct_down,0.81419611,0.313678384,0.466940552,0.999994695,0.827005804,0.314016521,0.511340916,0.999989331,0.830803633,0.31628868,0.511330903,0.999989033,0.83437252,0.318596989,0.511085153,0.999990404,0.816455185,0.309903145,0.531325102,0.999981761,0.812880814,0.309403986,0.531305075,0.999972999,0.809477866,0.308877945,0.531297386,0.999986172,0.83061558,0.330999911,0.635754406,0.99999249,0.793469906,0.313590556,0.738449275,0.999986887,0.811640859,0.324405015,0.504441202,0.999979436,0.797786832,0.320316464,0.533634841,0.999950111,0.832801163,0.380464971,0.532281995,0.999995649,0.677193999,0.337294042,0.724336267,0.999944627,0.937205791,0.411913246,0.282838255,0.976450741,0.542944193,0.356344819,0.810308218,0.626155138,0.960378826,0.34094879,0.142107531,0.930701613,0.536716104,0.284088582,0.797524929,0.899377823,0.967231572,0.322812259,0.098549426,0.851652741,0.529329896,0.267421603,0.779039383,0.895244479,0.957843602,0.320969313,0.131891623,0.811449409,0.542780578,0.264468759,0.755075693,0.890633881,0.951510608,0.326567501,0.148839682,0.782840371,0.548446715,0.269652992,0.784015656,0.873024285,0.627342641,0.427496701,-0.059991192,0.999999225,0.511129498,0.408024371,0.059513383,0.999998927,0.593732595,0.497463584,-0.783805788,0.996159911,0.262786657,0.411037087,-0.26856178,0.989899039,0.574605107,0.631585062,-0.556771219,0.981598377,0.259879619,0.543685794,0.07020507,0.97388041,0.577825725,0.64474988,-0.529263973,0.951171815,0.288541198,0.568886042,0.09875685,0.938285768,0.517924786,0.694566369,-0.705255866,0.993080795,0.142760724,0.576483846,-0.073141106,0.975891709,32.99188918,91.32104458,86.84974702,137.1600658,2.013406693,124.1932297,101.3455176,158.1368518,130.0675944,116.0017863,44.30649731
b_correct_down,0.797129512,0.304793268,0.373358965,0.999976933,0.814360559,0.303461432,0.382983923,0.999963939,0.819848955,0.305170029,0.382891655,0.999967456,0.825234234,0.30713132,0.382462591,0.999973059,0.799922168,0.29971835,0.420378536,0.999930501,0.795495212,0.298650295,0.420495182,0.999885619,0.79095763,0.297604024,0.420575768,0.999928296,0.832457185,0.317775935,0.424933702,0.999982238,0.789820433,0.303025365,0.607982755,0.999942482,0.802534461,0.317371935,0.388153464,0.999943316,0.785917938,0.310055465,0.440504432,0.999772429,0.848652005,0.375507951,0.36234355,0.999996543,0.695820928,0.339718223,0.644281387,0.999865711,0.917326927,0.424420655,0.085577078,0.974108219,0.620471299,0.371373534,0.868208885,0.398920149,0.947835147,0.3648009,0.021516213,0.924028695,0.695019484,0.345306724,1.065596223,0.668420196,0.949873984,0.351769388,0.014741155,0.84941417,0.720266998,0.340040147,1.075048208,0.68673116,0.943960071,0.348251045,0.061380521,0.815346599,0.719953239,0.336623102,1.084712625,0.682492018,0.940864861,0.351752818,0.044566285,0.780645788,0.712831438,0.34027946,1.065288782,0.666464925,0.633431196,0.42651242,-0.07514973,0.999999225,0.512235105,0.410977006,0.075118691,0.999998748,0.596021414,0.50906688,-0.661893129,0.993758917,0.265176952,0.412433654,-0.223220766,0.983988225,0.573199749,0.635662735,-0.476635963,0.975487411,0.260556042,0.543536484,0.19309023,0.964519501,0.579792023,0.646966159,-0.45150727,0.930613935,0.288628668,0.56771481,0.232127771,0.912958562,0.529509008,0.695816755,-0.623813272,0.990981877,0.139029428,0.57600385,0.112431265,0.966550112,44.10564141,81.63961716,3.514988798,116.6759968,13.20372984,128.0832499,101.6027859,139.5297618,128.7189487,103.9209893,43.9090052
b_correct_up,0.787148178,0.303663433,0.788693905,0.999993563,0.806596696,0.305625886,0.847114384,0.999987662,0.812837124,0.308896571,0.847234845,0.999988377,0.819149196,0.312497705,0.847063482,0.99998939,0.791680455,0.300367892,0.879579067,0.999977171,0.787389994,0.299537569,0.879616737,0.999965727,0.783214986,0.298761308,0.879788756,0.999980867,0.82342881,0.330480546,0.97999233,0.999993742,0.781239808,0.311131269,1.136243105,0.999985218,0.788548708,0.316807747,0.819800079,0.999982059,0.773595095,0.310478628,0.864710212,0.999946415,0.837615609,0.37300691,0.788177669,0.999996185,0.660050333,0.340083569,1.102557659,0.999945223,0.945383966,0.35223493,0.390756607,0.968417883,0.555028379,0.319970816,1.257021666,0.657650769,0.964344501,0.281507432,0.215333849,0.923657358,0.539492428,0.243144721,1.368789196,0.868634284,0.972551346,0.261644959,0.173052236,0.861293674,0.527485907,0.2276261,1.377057076,0.880172253,0.961998701,0.260506988,0.212484598,0.816993296,0.539439857,0.225306213,1.372752905,0.875307858,0.954014897,0.266939521,0.221773639,0.778260112,0.544954181,0.231241733,1.365445971,0.861091077,0.637329876,0.42370066,-0.090761803,0.999999583,0.517898619,0.407473236,0.090311989,0.999999344,0.600269258,0.500369728,-0.988848746,0.997203648,0.261942595,0.410901576,-0.300462008,0.992715597,0.574768245,0.631204784,-0.982711136,0.98302716,0.259913087,0.5419451,-0.152565509,0.976395726,0.589520454,0.642212272,-0.981934726,0.971831322,0.290594459,0.56730324,-0.152027711,0.959323287,0.537424505,0.688021243,-1.176940203,0.995332837,0.144174695,0.576496482,-0.338482797,0.980490386,42.01434478,115.9166959,112.2737575,162.6912482,20.9280838,129.2477464,100.9739234,115.6995562,128.6864311,78.05456559,43.16642392
b_correct_down,0.790549219,0.309097439,0.396051586,0.999977171,0.809030771,0.309337288,0.40780285,0.999964952,0.813169003,0.311071306,0.407754093,0.999967277,0.817357063,0.313067228,0.407402933,0.999972641,0.800043941,0.306512833,0.444285899,0.999934494,0.797962368,0.306192607,0.444345772,0.999896169,0.79563725,0.305748999,0.444410264,0.999935746,0.82357049,0.324582368,0.455178291,0.999981761,0.793782234,0.311860234,0.630653083,0.99995172,0.791632473,0.319840789,0.412225455,0.999952734,0.780721366,0.316065162,0.462574303,0.999848247,0.84669596,0.37750116,0.379771084,0.999997079,0.692669332,0.340506256,0.655025661,0.999900579,0.902547359,0.429115564,0.08559452,0.975404561,0.588075876,0.37098667,0.92130816,0.277406245,0.938119054,0.368982852,-0.03524822,0.928925157,0.545420706,0.326940626,1.126583815,0.44295916,0.944370449,0.353537172,-0.06819775,0.86716038,0.53475666,0.312153399,1.153499842,0.468002945,0.940262318,0.350762457,-0.026240878,0.836193323,0.541989326,0.307409316,1.119036317,0.465664268,0.934659719,0.355253369,-0.020180048,0.795654535,0.542114198,0.310582489,1.113721967,0.456901491,0.629856408,0.427693069,-0.07018134,0.999999523,0.508060753,0.412398994,0.070048347,0.999999106,0.597848773,0.51127547,-0.749885619,0.994221509,0.264586717,0.41276899,-0.222668126,0.981038749,0.569336653,0.633205056,-0.58500886,0.983006477,0.260333806,0.54404825,0.198686108,0.965242445,0.572922111,0.643245518,-0.561676383,0.948088229,0.290727079,0.567575753,0.237957001,0.907524109,0.527041137,0.695025206,-0.745319009,0.993788838,0.145071596,0.57654959,0.106769152,0.970350623,44.82259226,77.86437021,117.8338589,108.9963856,6.665553196,131.4230113,101.4370191,147.1867109,125.888037,118.8047799,41.26907473
b_correct_down,0.817977846,0.315377355,0.453089535,0.999975979,0.828755319,0.317325145,0.499102116,0.999961436,0.832208514,0.319710463,0.499069154,0.999962986,0.835766971,0.322238296,0.49881807,0.999969363,0.819262385,0.31336382,0.514446974,0.999930799,0.816026449,0.312758029,0.514419675,0.999890387,0.812880158,0.312256694,0.514439285,0.999933839,0.834678531,0.333120406,0.630847931,0.999978483,0.800959468,0.316670895,0.711780548,0.999948382,0.814827144,0.326051444,0.49389559,0.9999488,0.800929844,0.320693433,0.516016424,0.9998402,0.844284296,0.378789991,0.534480751,0.999997199,0.69454366,0.339753568,0.676545799,0.999901116,0.90943855,0.425236881,0.268127263,0.974022448,0.573196054,0.366115183,0.74855566,0.21395044,0.94314152,0.358285755,0.116090514,0.928103566,0.532022238,0.301976204,0.701900661,0.377037227,0.949333131,0.342238426,0.065097012,0.867179334,0.521139681,0.289788693,0.676460326,0.41022253,0.941781461,0.340011597,0.095540106,0.837433219,0.529838026,0.288275421,0.641362607,0.409134626,0.936974108,0.344640136,0.120523252,0.797398925,0.534454763,0.291777551,0.682836354,0.401945978,0.627265632,0.430870354,-0.056244791,0.999999523,0.50673908,0.412912935,0.055897221,0.999999166,0.598217189,0.511293232,-0.754991233,0.992916942,0.264681667,0.41289264,-0.251074284,0.979002297,0.56970346,0.634676218,-0.546876729,0.978590727,0.260650158,0.543919384,0.161134675,0.960798264,0.58077246,0.645303667,-0.519093037,0.934183061,0.291404396,0.567581415,0.198910192,0.892490029,0.527661622,0.693271756,-0.706369102,0.992408693,0.145042688,0.576337755,0.049773261,0.966025889,35.99491332,81.2363781,110.4417836,116.2140885,2.60037713,131.3143349,101.4185007,120.8215431,125.8120011,85.92150264,40.99809316
